lat,lon,temp,dni
-15.0,-43.0,23.984657534246576,312.1179223744292
-23.0,132.0,24.98255707762557,368.35593607305935
-25.0,-68.0,5.730844748858448,437.46472602739726
-27.0,16.0,20.12312785388128,374.3392694063927
29.0,34.0,16.632271689497717,316.3391552511416
37.0,-118.0,3.202602739726028,346.0198630136986
